MonitoringPoint,SerialNumber,TimeStamp,Date,Time,Pressure,Temperature,WaterLevel
39,R8979,22/11/2018 06.00,22/11/2018,06.00.00,1072.88,7.98,27.95
39,R8979,22/11/2018 07.00,22/11/2018,07.00.00,1072.88,7.97,28.13
39,R8979,22/11/2018 08.00,22/11/2018,08.00.00,1072.88,7.95,28.00
39,R8979,22/11/2018 09.00,22/11/2018,09.00.00,1072.58,7.98,27.66
39,R8979,22/11/2018 10.00,22/11/2018,10.00.00,1072.58,7.93,27.78
39,R8979,22/11/2018 11.00,22/11/2018,11.00.00,1072.58,7.99,27.66
39,R8979,22/11/2018 12.00,22/11/2018,12.00.00,1072.41,8.02,27.73
39,R8979,22/11/2018 13.00,22/11/2018,13.00.00,1072.12,8.03,27.82
39,R8979,22/11/2018 14.00,22/11/2018,14.00.00,1071.77,8.04,27.97
39,R8979,22/11/2018 15.00,22/11/2018,15.00.00,1071.36,8.06,27.98
39,R8979,22/11/2018 16.00,22/11/2018,16.00.00,1071.18,8.02,28.06
39,R8979,22/11/2018 17.00,22/11/2018,17.00.00,1071.07,8.02,28.02
39,R8979,22/11/2018 18.00,22/11/2018,18.00.00,1070.89,8.00,28.02
39,R8979,22/11/2018 19.00,22/11/2018,19.00.00,1070.72,7.98,27.92
39,R8979,22/11/2018 20.00,22/11/2018,20.00.00,1070.89,8.01,28.09
39,R8979,22/11/2018 21.00,22/11/2018,21.00.00,1070.60,7.99,27.80
39,R8979,22/11/2018 22.00,22/11/2018,22.00.00,1070.60,7.97,27.85
39,R8979,22/11/2018 23.00,22/11/2018,23.00.00,1070.72,7.96,28.17
39,R8979,23/11/2018 00.00,23/11/2018,00.00.00,1070.31,7.91,28.01
39,R8979,23/11/2018 01.00,23/11/2018,01.00.00,1070.43,7.96,28.13
39,R8979,23/11/2018 02.00,23/11/2018,02.00.00,1070.25,7.96,28.20
39,R8979,23/11/2018 03.00,23/11/2018,03.00.00,1069.96,7.93,28.16
39,R8979,23/11/2018 04.00,23/11/2018,04.00.00,1069.49,7.90,27.99
39,R8979,23/11/2018 05.00,23/11/2018,05.00.00,1069.38,7.89,27.98
39,R8979,23/11/2018 06.00,23/11/2018,06.00.00,1069.08,7.88,27.71
39,R8979,23/11/2018 07.00,23/11/2018,07.00.00,1068.91,7.88,28.03
39,R8979,23/11/2018 08.00,23/11/2018,08.00.00,1069.03,7.85,28.10
39,R8979,23/11/2018 09.00,23/11/2018,09.00.00,1068.91,7.84,28.03
39,R8979,23/11/2018 10.00,23/11/2018,10.00.00,1068.73,7.89,28.06
39,R8979,23/11/2018 11.00,23/11/2018,11.00.00,1068.33,7.87,27.83
39,R8979,23/11/2018 12.00,23/11/2018,12.00.00,1068.15,7.87,28.10
39,R8979,23/11/2018 13.00,23/11/2018,13.00.00,1067.86,7.90,28.06
39,R8979,23/11/2018 14.00,23/11/2018,14.00.00,1067.39,7.91,28.27
39,R8979,23/11/2018 15.00,23/11/2018,15.00.00,1067.10,7.94,28.33
39,R8979,23/11/2018 16.00,23/11/2018,16.00.00,1066.63,7.91,28.28
39,R8979,23/11/2018 17.00,23/11/2018,17.00.00,1066.34,7.90,28.37
39,R8979,23/11/2018 18.00,23/11/2018,18.00.00,1066.17,7.92,28.49
39,R8979,23/11/2018 19.00,23/11/2018,19.00.00,1065.70,7.92,28.40
39,R8979,23/11/2018 20.00,23/11/2018,20.00.00,1065.23,7.91,28.23
39,R8979,23/11/2018 21.00,23/11/2018,21.00.00,1065.12,7.93,28.37
39,R8979,23/11/2018 22.00,23/11/2018,22.00.00,1064.48,7.88,28.23
39,R8979,23/11/2018 23.00,23/11/2018,23.00.00,1064.18,7.91,28.43
39,R8979,24/11/2018 00.00,24/11/2018,00.00.00,1063.89,7.91,28.17
39,R8979,24/11/2018 01.00,24/11/2018,01.00.00,1063.43,7.87,28.08
39,R8979,24/11/2018 02.00,24/11/2018,02.00.00,1063.25,7.92,28.58
39,R8979,24/11/2018 03.00,24/11/2018,03.00.00,1062.67,7.83,28.44
39,R8979,24/11/2018 04.00,24/11/2018,04.00.00,1062.20,7.90,28.53
39,R8979,24/11/2018 05.00,24/11/2018,05.00.00,1062.20,7.90,28.28
39,R8979,24/11/2018 06.00,24/11/2018,06.00.00,1062.49,7.94,28.57
39,R8979,24/11/2018 07.00,24/11/2018,07.00.00,1062.38,7.95,28.38
39,R8979,24/11/2018 08.00,24/11/2018,08.00.00,1062.38,7.94,28.45
39,R8979,24/11/2018 09.00,24/11/2018,09.00.00,1062.38,7.94,28.75
39,R8979,24/11/2018 10.00,24/11/2018,10.00.00,1062.67,7.97,28.79
39,R8979,24/11/2018 11.00,24/11/2018,11.00.00,1062.78,7.96,28.41
39,R8979,24/11/2018 12.00,24/11/2018,12.00.00,1062.49,8.02,28.32
39,R8979,24/11/2018 13.00,24/11/2018,13.00.00,1062.78,8.00,28.66
39,R8979,24/11/2018 14.00,24/11/2018,14.00.00,1062.38,8.03,28.25
39,R8979,24/11/2018 15.00,24/11/2018,15.00.00,1062.38,8.04,28.33
39,R8979,24/11/2018 16.00,24/11/2018,16.00.00,1062.49,8.01,28.49
39,R8979,24/11/2018 17.00,24/11/2018,17.00.00,1062.67,7.96,28.49
39,R8979,24/11/2018 18.00,24/11/2018,18.00.00,1062.67,7.93,28.54
39,R8979,24/11/2018 19.00,24/11/2018,19.00.00,1062.96,7.85,28.53
39,R8979,24/11/2018 20.00,24/11/2018,20.00.00,1063.13,7.85,28.46
39,R8979,24/11/2018 21.00,24/11/2018,21.00.00,1063.13,7.80,28.21
39,R8979,24/11/2018 22.00,24/11/2018,22.00.00,1063.43,7.85,28.45
39,R8979,24/11/2018 23.00,24/11/2018,23.00.00,1063.31,7.83,28.38
39,R8979,25/11/2018 00.00,25/11/2018,00.00.00,1063.25,7.83,28.13
39,R8979,25/11/2018 01.00,25/11/2018,01.00.00,1063.13,7.82,28.21
39,R8979,25/11/2018 02.00,25/11/2018,02.00.00,1063.13,7.85,28.38
39,R8979,25/11/2018 03.00,25/11/2018,03.00.00,1062.96,7.77,28.36
39,R8979,25/11/2018 04.00,25/11/2018,04.00.00,1062.78,7.76,28.61
39,R8979,25/11/2018 05.00,25/11/2018,05.00.00,1062.67,7.74,28.44
39,R8979,25/11/2018 06.00,25/11/2018,06.00.00,1062.96,7.66,28.53
39,R8979,25/11/2018 07.00,25/11/2018,07.00.00,1063.13,7.72,28.21
39,R8979,25/11/2018 08.00,25/11/2018,08.00.00,1063.54,7.74,28.29
39,R8979,25/11/2018 09.00,25/11/2018,09.00.00,1063.89,7.75,28.22
39,R8979,25/11/2018 10.00,25/11/2018,10.00.00,1064.01,7.74,28.08
39,R8979,25/11/2018 11.00,25/11/2018,11.00.00,1064.07,7.78,27.89
39,R8979,25/11/2018 12.00,25/11/2018,12.00.00,1064.01,7.84,28.21
39,R8979,25/11/2018 13.00,25/11/2018,13.00.00,1064.18,7.94,28.31
39,R8979,25/11/2018 14.00,25/11/2018,14.00.00,1064.18,7.97,28.31
39,R8979,25/11/2018 15.00,25/11/2018,15.00.00,1064.36,8.00,28.56
39,R8979,25/11/2018 16.00,25/11/2018,16.00.00,1064.18,8.00,28.18
39,R8979,25/11/2018 17.00,25/11/2018,17.00.00,1064.48,7.96,28.18
39,R8979,25/11/2018 18.00,25/11/2018,18.00.00,1064.59,7.97,28.22
39,R8979,25/11/2018 19.00,25/11/2018,19.00.00,1064.94,7.88,28.34
39,R8979,25/11/2018 20.00,25/11/2018,20.00.00,1065.12,7.87,28.17
39,R8979,25/11/2018 21.00,25/11/2018,21.00.00,1065.41,7.84,28.13
39,R8979,25/11/2018 22.00,25/11/2018,22.00.00,1065.41,7.76,28.46
39,R8979,25/11/2018 23.00,25/11/2018,23.00.00,1065.23,7.74,28.33
39,R8979,26/11/2018 00.00,26/11/2018,00.00.00,1065.53,7.67,28.75
39,R8979,26/11/2018 01.00,26/11/2018,01.00.00,1065.12,7.67,28.59
39,R8979,26/11/2018 02.00,26/11/2018,02.00.00,1065.12,7.62,28.52
39,R8979,26/11/2018 03.00,26/11/2018,03.00.00,1064.94,7.59,28.59
39,R8979,26/11/2018 04.00,26/11/2018,04.00.00,1064.83,7.54,28.48
39,R8979,26/11/2018 05.00,26/11/2018,05.00.00,1064.77,7.50,28.54
39,R8979,26/11/2018 06.00,26/11/2018,06.00.00,1064.94,7.41,28.42
39,R8979,26/11/2018 07.00,26/11/2018,07.00.00,1064.77,7.39,28.37
39,R8979,26/11/2018 08.00,26/11/2018,08.00.00,1064.77,7.33,28.29
39,R8979,26/11/2018 09.00,26/11/2018,09.00.00,1065.23,7.31,28.08
39,R8979,26/11/2018 10.00,26/11/2018,10.00.00,1065.12,7.33,27.24
39,R8979,26/11/2018 11.00,26/11/2018,11.00.00,1064.94,7.36,27.69
39,R8979,26/11/2018 12.00,26/11/2018,12.00.00,1064.77,7.41,27.72
39,R8979,26/11/2018 13.00,26/11/2018,13.00.00,1064.94,7.48,28.14
39,R8979,26/11/2018 14.00,26/11/2018,14.00.00,1065.12,7.54,28.32
39,R8979,26/11/2018 15.00,26/11/2018,15.00.00,1065.23,7.63,28.31
39,R8979,26/11/2018 16.00,26/11/2018,16.00.00,1065.41,7.66,28.23
39,R8979,26/11/2018 17.00,26/11/2018,17.00.00,1065.88,7.67,28.65
39,R8979,26/11/2018 18.00,26/11/2018,18.00.00,1066.05,7.69,28.70
39,R8979,26/11/2018 19.00,26/11/2018,19.00.00,1065.99,7.63,28.47
39,R8979,26/11/2018 20.00,26/11/2018,20.00.00,1066.17,7.65,28.44
39,R8979,26/11/2018 21.00,26/11/2018,21.00.00,1066.63,7.61,28.53
39,R8979,26/11/2018 22.00,26/11/2018,22.00.00,1067.10,7.61,28.13
39,R8979,26/11/2018 23.00,26/11/2018,23.00.00,1067.57,7.67,28.34
39,R8979,27/11/2018 00.00,27/11/2018,00.00.00,1067.51,7.64,28.23
39,R8979,27/11/2018 01.00,27/11/2018,01.00.00,1067.22,7.60,28.32
39,R8979,27/11/2018 02.00,27/11/2018,02.00.00,1067.22,7.50,28.14
39,R8979,27/11/2018 03.00,27/11/2018,03.00.00,1067.39,7.47,28.37
39,R8979,27/11/2018 04.00,27/11/2018,04.00.00,1067.39,7.43,28.17
39,R8979,27/11/2018 05.00,27/11/2018,05.00.00,1067.57,7.47,27.87
39,R8979,27/11/2018 06.00,27/11/2018,06.00.00,1068.15,7.48,27.95
39,R8979,27/11/2018 07.00,27/11/2018,07.00.00,1068.73,7.49,28.26
39,R8979,27/11/2018 08.00,27/11/2018,08.00.00,1069.03,7.51,28.13
39,R8979,27/11/2018 09.00,27/11/2018,09.00.00,1069.38,7.58,27.85
39,R8979,27/11/2018 10.00,27/11/2018,10.00.00,1069.96,7.60,27.88
39,R8979,27/11/2018 11.00,27/11/2018,11.00.00,1070.31,7.62,27.76
39,R8979,27/11/2018 12.00,27/11/2018,12.00.00,1070.25,7.69,28.00
39,R8979,27/11/2018 13.00,27/11/2018,13.00.00,1070.60,7.67,28.35
39,R8979,27/11/2018 14.00,27/11/2018,14.00.00,1070.60,7.76,28.60
39,R8979,27/11/2018 15.00,27/11/2018,15.00.00,1070.31,7.75,28.26
39,R8979,27/11/2018 16.00,27/11/2018,16.00.00,1070.60,7.71,28.33
39,R8979,27/11/2018 17.00,27/11/2018,17.00.00,1070.89,7.64,28.27
39,R8979,27/11/2018 18.00,27/11/2018,18.00.00,1070.60,7.53,28.30
39,R8979,27/11/2018 19.00,27/11/2018,19.00.00,1071.01,7.52,28.26
39,R8979,27/11/2018 20.00,27/11/2018,20.00.00,1071.65,7.45,28.20
39,R8979,27/11/2018 21.00,27/11/2018,21.00.00,1071.36,7.35,28.16
39,R8979,27/11/2018 22.00,27/11/2018,22.00.00,1071.48,7.38,28.08
39,R8979,27/11/2018 23.00,27/11/2018,23.00.00,1071.65,7.29,28.25
39,R8979,28/11/2018 00.00,28/11/2018,00.00.00,1071.48,7.25,28.03
39,R8979,28/11/2018 01.00,28/11/2018,01.00.00,1071.36,7.27,28.18
39,R8979,28/11/2018 02.00,28/11/2018,02.00.00,1070.89,7.26,28.07
39,R8979,28/11/2018 03.00,28/11/2018,03.00.00,1070.89,7.24,27.77
39,R8979,28/11/2018 04.00,28/11/2018,04.00.00,1070.89,7.31,27.94
39,R8979,28/11/2018 05.00,28/11/2018,05.00.00,1070.60,7.41,28.28
39,R8979,28/11/2018 06.00,28/11/2018,06.00.00,1070.25,7.42,27.98
39,R8979,28/11/2018 07.00,28/11/2018,07.00.00,1069.84,7.44,27.82
39,R8979,28/11/2018 08.00,28/11/2018,08.00.00,1070.25,7.48,28.05
39,R8979,28/11/2018 09.00,28/11/2018,09.00.00,1069.96,7.50,27.91
39,R8979,28/11/2018 10.00,28/11/2018,10.00.00,1070.25,7.49,27.88
39,R8979,28/11/2018 11.00,28/11/2018,11.00.00,1069.84,7.45,28.34
39,R8979,28/11/2018 12.00,28/11/2018,12.00.00,1068.73,7.47,27.98
39,R8979,28/11/2018 13.00,28/11/2018,13.00.00,1067.86,7.46,28.06
39,R8979,28/11/2018 14.00,28/11/2018,14.00.00,1066.93,7.47,28.00
39,R8979,28/11/2018 15.00,28/11/2018,15.00.00,1065.88,7.49,28.38
39,R8979,28/11/2018 16.00,28/11/2018,16.00.00,1065.23,7.43,28.08
39,R8979,28/11/2018 17.00,28/11/2018,17.00.00,1064.36,7.45,27.83
39,R8979,28/11/2018 18.00,28/11/2018,18.00.00,1063.43,7.40,28.00
39,R8979,28/11/2018 19.00,28/11/2018,19.00.00,1062.78,7.40,28.11
39,R8979,28/11/2018 20.00,28/11/2018,20.00.00,1062.08,7.48,27.83
39,R8979,28/11/2018 21.00,28/11/2018,21.00.00,1061.15,7.47,28.10
39,R8979,28/11/2018 22.00,28/11/2018,22.00.00,1060.10,7.50,27.85
39,R8979,28/11/2018 23.00,28/11/2018,23.00.00,1058.88,7.44,28.08
39,R8979,29/11/2018 00.00,29/11/2018,00.00.00,1058.23,7.50,28.11
39,R8979,29/11/2018 01.00,29/11/2018,01.00.00,1057.65,7.52,28.10
39,R8979,29/11/2018 02.00,29/11/2018,02.00.00,1057.30,7.51,28.18
39,R8979,29/11/2018 03.00,29/11/2018,03.00.00,1058.06,7.43,28.76
39,R8979,29/11/2018 04.00,29/11/2018,04.00.00,1057.48,7.43,28.60
39,R8979,29/11/2018 05.00,29/11/2018,05.00.00,1056.43,7.45,28.13
39,R8979,29/11/2018 06.00,29/11/2018,06.00.00,1056.08,7.48,28.20
39,R8979,29/11/2018 07.00,29/11/2018,07.00.00,1055.96,7.53,28.46
39,R8979,29/11/2018 08.00,29/11/2018,08.00.00,1055.96,7.55,28.28
39,R8979,29/11/2018 09.00,29/11/2018,09.00.00,1055.78,7.57,28.28
39,R8979,29/11/2018 10.00,29/11/2018,10.00.00,1055.49,7.62,28.24
39,R8979,29/11/2018 11.00,29/11/2018,11.00.00,1055.03,7.65,27.85
39,R8979,29/11/2018 12.00,29/11/2018,12.00.00,1054.62,7.69,28.07
39,R8979,29/11/2018 13.00,29/11/2018,13.00.00,1053.80,7.74,28.18
39,R8979,29/11/2018 14.00,29/11/2018,14.00.00,1052.75,7.76,28.13
39,R8979,29/11/2018 15.00,29/11/2018,15.00.00,1051.70,7.81,28.50
39,R8979,29/11/2018 16.00,29/11/2018,16.00.00,1050.94,7.81,28.32
39,R8979,29/11/2018 17.00,29/11/2018,17.00.00,1050.65,7.81,28.58
39,R8979,29/11/2018 18.00,29/11/2018,18.00.00,1050.65,7.76,28.90
39,R8979,29/11/2018 19.00,29/11/2018,19.00.00,1050.65,7.71,29.20
39,R8979,29/11/2018 20.00,29/11/2018,20.00.00,1051.35,7.64,29.98
39,R8979,29/11/2018 21.00,29/11/2018,21.00.00,1051.12,7.69,29.74
39,R8979,29/11/2018 22.00,29/11/2018,22.00.00,1050.65,7.74,29.40
39,R8979,29/11/2018 23.00,29/11/2018,23.00.00,1050.77,7.81,29.57
39,R8979,30/11/2018 00.00,30/11/2018,00.00.00,1050.65,7.85,29.33
39,R8979,30/11/2018 01.00,30/11/2018,01.00.00,1050.48,7.93,29.15
39,R8979,30/11/2018 02.00,30/11/2018,02.00.00,1050.18,7.96,28.98
39,R8979,30/11/2018 03.00,30/11/2018,03.00.00,1050.01,8.02,28.81
39,R8979,30/11/2018 04.00,30/11/2018,04.00.00,1049.25,8.03,28.50
39,R8979,30/11/2018 05.00,30/11/2018,05.00.00,1049.43,8.03,28.85
39,R8979,30/11/2018 06.00,30/11/2018,06.00.00,1049.25,8.11,28.80
39,R8979,30/11/2018 07.00,30/11/2018,07.00.00,1049.72,8.12,28.84
39,R8979,30/11/2018 08.00,30/11/2018,08.00.00,1049.54,8.10,28.67
39,R8979,30/11/2018 09.00,30/11/2018,09.00.00,1049.72,8.12,28.72
39,R8979,30/11/2018 10.00,30/11/2018,10.00.00,1049.83,8.16,28.63
39,R8979,30/11/2018 11.00,30/11/2018,11.00.00,1050.48,8.21,28.85
39,R8979,30/11/2018 12.00,30/11/2018,12.00.00,1050.18,8.25,28.36
39,R8979,30/11/2018 13.00,30/11/2018,13.00.00,1050.65,8.31,28.95
39,R8979,30/11/2018 14.00,30/11/2018,14.00.00,1050.48,8.32,28.90
39,R8979,30/11/2018 15.00,30/11/2018,15.00.00,1050.48,8.35,28.78
39,R8979,30/11/2018 16.00,30/11/2018,16.00.00,1050.83,8.33,29.08
39,R8979,30/11/2018 17.00,30/11/2018,17.00.00,1050.83,8.33,28.75
39,R8979,30/11/2018 18.00,30/11/2018,18.00.00,1051.41,8.34,29.03
39,R8979,30/11/2018 19.00,30/11/2018,19.00.00,1051.23,8.31,28.78
39,R8979,30/11/2018 20.00,30/11/2018,20.00.00,1051.23,8.31,28.73
39,R8979,30/11/2018 21.00,30/11/2018,21.00.00,1051.53,8.30,28.90
39,R8979,30/11/2018 22.00,30/11/2018,22.00.00,1051.53,8.24,28.78
39,R8979,30/11/2018 23.00,30/11/2018,23.00.00,1051.41,8.23,28.66
39,R8979,01/12/2018 00.00,01/12/2018,00.00.00,1051.41,8.15,28.58
39,R8979,01/12/2018 01.00,01/12/2018,01.00.00,1051.53,8.14,28.90
39,R8979,01/12/2018 02.00,01/12/2018,02.00.00,1051.53,8.14,28.90
39,R8979,01/12/2018 03.00,01/12/2018,03.00.00,1051.23,8.09,28.91
39,R8979,01/12/2018 04.00,01/12/2018,04.00.00,1051.58,8.06,28.83
39,R8979,01/12/2018 05.00,01/12/2018,05.00.00,1051.58,8.06,29.06
39,R8979,01/12/2018 06.00,01/12/2018,06.00.00,1051.99,8.04,28.67
39,R8979,01/12/2018 07.00,01/12/2018,07.00.00,1051.82,8.04,28.82
39,R8979,01/12/2018 08.00,01/12/2018,08.00.00,1051.99,7.97,28.84
39,R8979,01/12/2018 09.00,01/12/2018,09.00.00,1052.17,8.02,28.72
39,R8979,01/12/2018 10.00,01/12/2018,10.00.00,1052.58,8.04,28.63
39,R8979,01/12/2018 11.00,01/12/2018,11.00.00,1052.63,8.02,28.46
39,R8979,01/12/2018 12.00,01/12/2018,12.00.00,1052.58,8.03,28.45
39,R8979,01/12/2018 13.00,01/12/2018,13.00.00,1052.58,8.04,28.83
39,R8979,01/12/2018 14.00,01/12/2018,14.00.00,1052.46,8.04,29.01
39,R8979,01/12/2018 15.00,01/12/2018,15.00.00,1052.46,8.04,28.96
39,R8979,01/12/2018 16.00,01/12/2018,16.00.00,1052.34,8.06,28.89
39,R8979,01/12/2018 17.00,01/12/2018,17.00.00,1051.99,8.03,28.92
39,R8979,01/12/2018 18.00,01/12/2018,18.00.00,1051.99,7.99,28.99
39,R8979,01/12/2018 19.00,01/12/2018,19.00.00,1051.41,7.94,29.08
39,R8979,01/12/2018 20.00,01/12/2018,20.00.00,1050.94,7.99,28.87
39,R8979,01/12/2018 21.00,01/12/2018,21.00.00,1050.36,8.02,28.91
39,R8979,01/12/2018 22.00,01/12/2018,22.00.00,1049.72,8.06,28.77
39,R8979,01/12/2018 23.00,01/12/2018,23.00.00,1049.37,8.11,28.87
39,R8979,02/12/2018 00.00,02/12/2018,00.00.00,1048.49,8.14,28.99
39,R8979,02/12/2018 01.00,02/12/2018,01.00.00,1047.73,8.15,28.86
39,R8979,02/12/2018 02.00,02/12/2018,02.00.00,1046.80,8.13,28.98
39,R8979,02/12/2018 03.00,02/12/2018,03.00.00,1045.46,8.15,28.76
39,R8979,02/12/2018 04.00,02/12/2018,04.00.00,1044.53,8.18,29.00
39,R8979,02/12/2018 05.00,02/12/2018,05.00.00,1043.30,8.18,28.78
39,R8979,02/12/2018 06.00,02/12/2018,06.00.00,1042.25,8.19,28.80
39,R8979,02/12/2018 07.00,02/12/2018,07.00.00,1041.32,8.16,29.04
39,R8979,02/12/2018 08.00,02/12/2018,08.00.00,1040.73,8.22,29.01
39,R8979,02/12/2018 09.00,02/12/2018,09.00.00,1040.62,8.21,29.02
39,R8979,02/12/2018 10.00,02/12/2018,10.00.00,1040.09,8.24,28.94
39,R8979,02/12/2018 11.00,02/12/2018,11.00.00,1039.39,8.21,28.92
39,R8979,02/12/2018 12.00,02/12/2018,12.00.00,1039.04,8.27,29.19
39,R8979,02/12/2018 13.00,02/12/2018,13.00.00,1038.93,8.30,29.33
39,R8979,02/12/2018 14.00,02/12/2018,14.00.00,1038.46,8.33,29.56
39,R8979,02/12/2018 15.00,02/12/2018,15.00.00,1037.99,8.33,29.39
39,R8979,02/12/2018 16.00,02/12/2018,16.00.00,1037.88,8.33,29.60
39,R8979,02/12/2018 17.00,02/12/2018,17.00.00,1037.53,8.33,29.55
39,R8979,02/12/2018 18.00,02/12/2018,18.00.00,1037.82,8.35,29.67
39,R8979,02/12/2018 19.00,02/12/2018,19.00.00,1037.99,8.35,29.77
39,R8979,02/12/2018 20.00,02/12/2018,20.00.00,1038.28,8.37,29.88
39,R8979,02/12/2018 21.00,02/12/2018,21.00.00,1037.99,8.35,29.59
39,R8979,02/12/2018 22.00,02/12/2018,22.00.00,1038.17,8.40,29.32
39,R8979,02/12/2018 23.00,02/12/2018,23.00.00,1038.46,8.42,29.73
39,R8979,03/12/2018 00.00,03/12/2018,00.00.00,1038.34,8.42,29.94
39,R8979,03/12/2018 01.00,03/12/2018,01.00.00,1037.93,8.41,29.66
39,R8979,03/12/2018 02.00,03/12/2018,02.00.00,1037.06,8.43,29.28
39,R8979,03/12/2018 03.00,03/12/2018,03.00.00,1036.77,8.44,29.54
39,R8979,03/12/2018 04.00,03/12/2018,04.00.00,1036.59,8.45,29.62
39,R8979,03/12/2018 05.00,03/12/2018,05.00.00,1035.83,8.49,29.73
39,R8979,03/12/2018 06.00,03/12/2018,06.00.00,1035.37,8.51,29.77
39,R8979,03/12/2018 07.00,03/12/2018,07.00.00,1035.37,8.52,29.89
39,R8979,03/12/2018 08.00,03/12/2018,08.00.00,1035.72,8.52,30.37
39,R8979,03/12/2018 09.00,03/12/2018,09.00.00,1035.72,8.54,30.29
39,R8979,03/12/2018 10.00,03/12/2018,10.00.00,1035.83,8.54,30.11
39,R8979,03/12/2018 11.00,03/12/2018,11.00.00,1035.54,8.59,30.07
39,R8979,03/12/2018 12.00,03/12/2018,12.00.00,1035.54,8.61,30.37
39,R8979,03/12/2018 13.00,03/12/2018,13.00.00,1035.54,8.64,30.07
39,R8979,03/12/2018 14.00,03/12/2018,14.00.00,1035.72,8.62,29.99
39,R8979,03/12/2018 15.00,03/12/2018,15.00.00,1036.01,8.63,30.21
39,R8979,03/12/2018 16.00,03/12/2018,16.00.00,1036.59,8.59,30.32
39,R8979,03/12/2018 17.00,03/12/2018,17.00.00,1037.06,8.53,30.28
39,R8979,03/12/2018 18.00,03/12/2018,18.00.00,1037.06,8.47,29.96
39,R8979,03/12/2018 19.00,03/12/2018,19.00.00,1037.35,8.43,30.08
39,R8979,03/12/2018 20.00,03/12/2018,20.00.00,1037.53,8.40,29.88
39,R8979,03/12/2018 21.00,03/12/2018,21.00.00,1037.70,8.37,29.93
39,R8979,03/12/2018 22.00,03/12/2018,22.00.00,1039.16,8.38,30.06
39,R8979,03/12/2018 23.00,03/12/2018,23.00.00,1040.85,8.39,30.13
39,R8979,04/12/2018 00.00,04/12/2018,00.00.00,1042.08,8.36,29.93
39,R8979,04/12/2018 01.00,04/12/2018,01.00.00,1043.30,8.30,29.85
39,R8979,04/12/2018 02.00,04/12/2018,02.00.00,1044.58,8.25,29.83
39,R8979,04/12/2018 03.00,04/12/2018,03.00.00,1045.58,8.14,29.73
39,R8979,04/12/2018 04.00,04/12/2018,04.00.00,1046.92,8.11,29.69
39,R8979,04/12/2018 05.00,04/12/2018,05.00.00,1047.85,8.05,29.50
39,R8979,04/12/2018 06.00,04/12/2018,06.00.00,1048.84,8.02,29.32
39,R8979,04/12/2018 07.00,04/12/2018,07.00.00,1050.48,8.00,29.65
39,R8979,04/12/2018 08.00,04/12/2018,08.00.00,1051.53,7.94,29.45
39,R8979,04/12/2018 09.00,04/12/2018,09.00.00,1053.04,7.93,29.34
39,R8979,04/12/2018 10.00,04/12/2018,10.00.00,1054.44,7.85,28.94
39,R8979,04/12/2018 11.00,04/12/2018,11.00.00,1055.96,7.85,29.21
39,R8979,04/12/2018 12.00,04/12/2018,12.00.00,1056.89,7.83,28.84
39,R8979,04/12/2018 13.00,04/12/2018,13.00.00,1057.65,7.88,28.78
39,R8979,04/12/2018 14.00,04/12/2018,14.00.00,1059.28,7.88,29.28
39,R8979,04/12/2018 15.00,04/12/2018,15.00.00,1060.39,7.89,29.02
39,R8979,04/12/2018 16.00,04/12/2018,16.00.00,1061.62,7.88,28.99
39,R8979,04/12/2018 17.00,04/12/2018,17.00.00,1062.78,7.86,28.81
39,R8979,04/12/2018 18.00,04/12/2018,18.00.00,1063.54,7.76,28.87
39,R8979,04/12/2018 19.00,04/12/2018,19.00.00,1064.07,7.80,28.77
39,R8979,04/12/2018 20.00,04/12/2018,20.00.00,1064.77,7.77,28.84
39,R8979,04/12/2018 21.00,04/12/2018,21.00.00,1065.58,7.79,28.93
39,R8979,04/12/2018 22.00,04/12/2018,22.00.00,1066.17,7.78,28.77
39,R8979,04/12/2018 23.00,04/12/2018,23.00.00,1066.63,7.74,28.78
39,R8979,05/12/2018 00.00,05/12/2018,00.00.00,1066.93,7.71,28.65
39,R8979,05/12/2018 01.00,05/12/2018,01.00.00,1067.39,7.70,28.72
39,R8979,05/12/2018 02.00,05/12/2018,02.00.00,1067.22,7.72,28.47
39,R8979,05/12/2018 03.00,05/12/2018,03.00.00,1067.51,7.69,28.48
39,R8979,05/12/2018 04.00,05/12/2018,04.00.00,1067.39,7.71,28.42
39,R8979,05/12/2018 05.00,05/12/2018,05.00.00,1067.68,7.69,28.51
39,R8979,05/12/2018 06.00,05/12/2018,06.00.00,1067.68,7.77,28.58
39,R8979,05/12/2018 07.00,05/12/2018,07.00.00,1067.86,7.74,28.63
39,R8979,05/12/2018 08.00,05/12/2018,08.00.00,1068.15,7.76,28.53
39,R8979,05/12/2018 09.00,05/12/2018,09.00.00,1068.15,7.76,28.50
39,R8979,05/12/2018 10.00,05/12/2018,10.00.00,1068.27,7.74,28.59
39,R8979,05/12/2018 11.00,05/12/2018,11.00.00,1068.33,7.75,28.40
39,R8979,05/12/2018 12.00,05/12/2018,12.00.00,1067.68,7.83,28.68
39,R8979,05/12/2018 13.00,05/12/2018,13.00.00,1067.51,7.94,28.81
39,R8979,05/12/2018 14.00,05/12/2018,14.00.00,1067.22,7.89,28.84
39,R8979,05/12/2018 15.00,05/12/2018,15.00.00,1067.10,7.94,29.05
39,R8979,05/12/2018 16.00,05/12/2018,16.00.00,1066.28,7.94,28.86
39,R8979,05/12/2018 17.00,05/12/2018,17.00.00,1065.88,7.82,28.83
